-0.379469	-0.163874	1.000000
0.468875	0.237039	-1.000000
0.192612	0.399536	1.000000
-0.392046	-0.194650	1.000000
0.513555	0.101898	-1.000000
0.211609	0.213503	1.000000
-0.705634	-0.098366	-1.000000
0.402001	0.260536	1.000000
-0.126642	0.504295	-1.000000
0.230216	-0.251168	1.000000
0.000270	0.001911	1.000000
0.422116	-0.717637	-1.000000
0.164565	0.530201	-1.000000
0.967192	-0.182868	-1.000000
-0.418930	0.411675	-1.000000
-0.243355	0.211763	1.000000
0.573102	0.075989	-1.000000
-0.659593	-0.422235	-1.000000
-0.011330	-0.221909	1.000000
-0.033919	0.061348	1.000000
0.035163	-0.196747	1.000000
-0.334528	0.141893	1.000000
-0.070494	-0.061668	1.000000
0.165106	0.164981	1.000000
0.262944	-0.024155	1.000000
-0.251865	0.295934	1.000000
-0.313860	-0.109377	1.000000
-0.224516	-0.303242	1.000000
-0.003980	-0.007723	1.000000
-0.037590	-0.010561	1.000000
-0.166865	-0.361233	1.000000
0.631749	0.663642	-1.000000
0.213271	-0.698338	-1.000000
0.268985	0.216119	1.000000
0.711725	0.612679	-1.000000
-0.596785	-0.462517	-1.000000
0.899563	-0.432943	-1.000000
-0.232540	-0.508640	-1.000000
-0.660206	0.057182	-1.000000
0.894402	-0.274382	-1.000000
0.464613	-0.031913	1.000000
-0.160559	-0.066163	1.000000
0.194190	0.311921	1.000000
0.158952	0.607955	-1.000000
-0.851260	-0.177057	-1.000000
0.020926	-0.079309	1.000000
-0.021016	-0.029820	1.000000
-0.693428	-0.109263	-1.000000
0.045690	0.774337	-1.000000
0.471102	0.237388	-1.000000
-0.394447	0.675224	-1.000000
-0.686198	-0.104148	-1.000000
-0.776301	0.431629	-1.000000
-0.103452	-0.267114	1.000000
-0.530495	0.106009	-1.000000
0.357389	0.172363	1.000000
0.017359	0.451547	1.000000
-0.447916	-0.062887	1.000000
0.103726	-0.504109	-1.000000
0.568659	-0.353830	-1.000000
-0.084466	0.184449	1.000000
0.020954	0.030889	1.000000
-0.262245	0.533530	-1.000000
0.085711	-0.241915	1.000000
-0.002526	0.051733	1.000000
0.543170	0.520446	-1.000000
-0.035295	0.520886	-1.000000
-0.005182	-0.541255	-1.000000
0.163986	-0.231066	1.000000
0.020281	-0.038827	1.000000
-0.170674	-0.036269	1.000000
0.064475	-0.215633	1.000000
-0.634835	-0.511386	-1.000000
0.438437	-0.450620	-1.000000
0.377798	0.014129	1.000000
0.094099	-0.201941	1.000000
-0.958082	0.137861	-1.000000
-0.208974	0.148053	1.000000
-0.063429	-0.548577	-1.000000
-0.486482	-0.163385	-1.000000
0.124114	0.085275	1.000000
0.267061	0.467638	-1.000000
0.120018	0.911681	-1.000000
-0.226659	0.210413	1.000000
0.303567	-0.785552	-1.000000
-0.431485	0.432314	-1.000000
-0.125726	0.032821	1.000000
-0.035841	0.625343	-1.000000
-0.023034	-0.006286	1.000000
0.107026	0.007529	1.000000
0.252722	-0.806635	-1.000000
0.318584	0.592273	-1.000000
-0.689719	0.528909	-1.000000
-0.021480	0.156570	1.000000
-0.934284	-0.106124	-1.000000
0.112212	0.186074	1.000000
-0.260546	0.211749	1.000000
0.146642	0.714232	-1.000000
-0.920241	-0.211709	-1.000000
-0.236536	0.385983	1.000000
